singlish,sinhala
pahrivahrthahnahhyah,පරිවර්තනය
paryvarthanaaya,පරිවර්තනය
parriwarthanaya,පරිවර්තනය
pharivarthaanaya,පරිවර්තනය
pharivarthanaya,පරිවර්තනය
paerivaerthaenaeyae,පරිවර්තනය
parivarthhanaya,පරිවර්තනය
paarivaartaanaayaaa,පරිවර්තනය
paryvartaanaya,පරිවර්තනය
paryvartanaya,පරිවර්තනය
pariiivartanaya,පරිවර්තනය
pharivartanaya,පරිවර්තනය
parivartanaya,පරිවර්තනය
pahrivahrtahnahyah,පරිවර්තනය
paerivaertaenaeyae,පරිවර්තනය
pariwartanaya,පරිවර්තනය
paerivaertaenaaeyae,පරිවර්තනය
pahrivahrtahnahyyah,පරිවර්තනය
pparivartannaya,පරිවර්තනය
parivarttanayaa,පරිවර්තනය
pharrivartanaya,පරිවර්තනය
paarivarthanaya,පරිවර්තනය
ppariwartanaya,පරිවර්තනය
paarivaartaanaayaa,පරිවර්තනය
pparivartanaya,පරිවර්තනය
pariivartanaya,පරිවර්තනය
parivarttanaya,පරිවර්තනය
patthawu,පැටවු
ppatawoo,පැටවු
ppattawu,පැටවු
patawu,පැටවු
patavu,පැටවු
pppatawu,පැටවු
paetaewu,පැටවු
paetaewwu,පැටවු
pahtahwu,පැටවු
pattavu,පැටවු
pahtahwwu,පැටවු
phatawuu,පැටවු
patawuu,පැටවු
phatawu,පැටවු
ppatawu,පැටවු
paaataawu,පැටවු
paatawuu,පැටවු
pathawu,පැටවු
paataawu,පැටවු
pattawu,පැටවු
patawoo,පැටවු
yaaturaa,යතුර
yahturah,යතුර
yaatuuraa,යතුර
yattura,යතුර
yaeturaee,යතුර
yatuura,යතුර
yatuuura,යතුර
yathura,යතුර
yattoora,යතුර
yyahturah,යතුර
yatoora,යතුර
yatturaa,යතුර
yathhura,යතුර
yatura,යතුර
yaeturae,යතුර
yathuura,යතුර
yathuuura,යතුර
yaathuraa,යතුර
yaethurae,යතුර
yatthura,යතුර
yahthhurah,යතුර
yaathurraa,යතුර
yahthurah,යතුර
yaethuurae,යතුර
yathoora,යතුර
yyathoora,යතුර
yyathhura,යතුර
yatthhura,යතුර
kaatta,කට
kaetaae,කට
chata,කට
kaataaa,කට
kkkata,කට
kkata,කට
kahtah,කට
chataa,කට
cata,කට
kaetae,කට
katta,කට
katha,කට
kahhtah,කට
caata,කට
kaataa,කට
kathha,කට
kata,කට
daahaammaa,දහම
daehaemae,දහම
ddahama,දහම
daahaamaa,දහම
ddahhama,දහම
dahama,දහම
ddahhahmah,දහම
dahhahmah,දහම
dhahama,දහම
daehhaemae,දහම
dhahaama,දහම
dhaehaemae,දහම
ddhaahaamaa,දහම
dhahhahmah,දහම
ddhahama,දහම
dhhahama,දහම
ddhhahama,දහම
dhahhhahmah,දහම
dddhahama,දහම
dhaahaamaa,දහම
dhaaehaemae,දහම
dhhamma,දහම
dhahmah,දහම
ddhama,දහම
dhama,දහම
dhhama,දහම
dhaemae,දහම
dhaemaee,දහම
ddhhama,දහම
dhaamaa,දහම
ddhahmah,දහම
ddhaamaa,දහම
wyyththy,විත්ති
wyththy,විත්ති
withthi,විත්ති
wiiththhii,විත්ති
wiiththii,විත්ති
witthttthi,විත්ති
withhthhi,විත්ති
viththi,විත්ති
withhhthhi,විත්ති
vithtthi,විත්ති
witthtthi,විත්ති
withthhi,විත්ති
witthi,විත්ති
withthhhi,විත්ති
wittttthi,විත්ති
wiiitthii,විත්ති
witttthi,විත්ති
vitthi,විත්ති
viitthi,විත්ති
wytthy,විත්ති
wiitthii,විත්ති
wwytthy,විත්ති
graentaegaeaaeraeyae,ග්‍රන්ථාගාරය
ggrantaggaaaraya,ග්‍රන්ථාගාරය
ghrantaghaaraya,ග්‍රන්ථාගාරය
ghrrantaghaaraya,ග්‍රන්ථාගාරය
granthagaaraya,ග්‍රන්ථාගාරය
granthagaaaraya,ග්‍රන්ථාගාරය
granttagaaraya,ග්‍රන්ථාගාරය
graentaegaeaeraeyae,ග්‍රන්ථාගාරය
graantaaggaaaaraayaa,ග්‍රන්ථාගාරය
granttagaaraaya,ග්‍රන්ථාගාරය
grantagaaraya,ග්‍රන්ථාගාරය
ggrantaggaaraya,ග්‍රන්ථාගාරය
grahntahgahahrahyaah,ග්‍රන්ථාගාරය
graantaagaaaaraayaa,ග්‍රන්ථාගාරය
grahntahgahahrahyah,ග්‍රන්ථාගාරය
ghranthaghaaraya,ග්‍රන්ථාගාරය
graenthaegaeaeraeyae,ග්‍රන්ථාගාරය
graenthaegaeaeraeeyae,ග්‍රන්ථාගාරය
graanthaagaaaaraayaa,ග්‍රන්ථාගාරය
ggranthagggaaraya,ග්‍රන්ථාගාරය
ghrantthaghaaraya,ග්‍රන්ථාගාරය
ggrantthagaaraya,ග්‍රන්ථාගාරය
ggraanthaagaaaaraayaa,ග්‍රන්ථාගාරය
grantthagaaraya,ග්‍රන්ථාගාරය
grahnthahgahahrahyah,ග්‍රන්ථාගාරය
grahnthahgaahahrahyah,ග්‍රන්ථාගාරය
granthhaagaaraya,ග්‍රන්ථාගාරය
granthhagaaraya,ග්‍රන්ථාගාරය
ggranthaggaaraya,ග්‍රන්ථාගාරය
ginnaae,ගින්න
ghinna,ගින්න
ghhinna,ගින්න
gginnaa,ගින්න
ginnah,ගින්න
giiinna,ගින්න
ginnaa,ගින්න
gynnna,ගින්න
giinnaa,ගින්න
giinna,ගින්න
ginnaah,ගින්න
ginna,ගින්න
gginna,ගින්න
ginnae,ගින්න
gynna,ගින්න
kuumaraaya,කුමාරයා
kummaaraayaa,කුමාරයා
kkumaraya,කුමාරයා
kumaraya,කුමාරයා
kumaeraeyyae,කුමාරයා
kumahrahyah,කුමාරයා
koomaraya,කුමාරයා
cumaraya,කුමාරයා
kumaaraayaa,කුමාරයා
kuumaraya,කුමාරයා
kooomaraya,කුමාරයා
chumarraya,කුමාරයා
kkumaraaya,කුමාරයා
kumaeraeyae,කුමාරයා
kumahrrahyah,කුමාරයා
cumaraaya,කුමාරයා
chumaraya,කුමාරයා
daiivayaa,දෛවය
daeivaeyae,දෛවය
dayvaya,දෛවය
daiwaya,දෛවය
dahivahyah,දෛවය
dhaivaya,දෛවය
daaivaayaa,දෛවය
daaivaaayaa,දෛවය
daiwayya,දෛවය
daivaya,දෛවය
dayvaaya,දෛවය
ddaivaya,දෛවය
daeivaeeyae,දෛවය
dahivahyahh,දෛවය
ddhaivaya,දෛවය
ddaaivaya,දෛවය
daiivaya,දෛවය
ddaiwaya,දෛවය
daywaya,දෛවය
daaivaya,දෛවය
daaiwaayaa,දෛවය
dahiwahyah,දෛවය
dhaiwaya,දෛවය
dhaiwwaya,දෛවය
daiiwaya,දෛවය
ddaiwayya,දෛවය
dahiwahyaah,දෛවය
daiiwayaa,දෛවය
daywayya,දෛවය
daaaiwaayaa,දෛවය
daeeiwaeyae,දෛවය
daeiwaeyae,දෛවය
dhaaywaya,දෛවය
ddhaiwaya,දෛවය
dhhaaiwaya,දෛවය
dhaiiiwaya,දෛවය
dhhaiwaya,දෛවය
dhaivaaya,දෛවය
dhahiwahyah,දෛවය
dhaeiwaeyaae,දෛවය
dhaiiwaya,දෛවය
dhaeiwaeyae,දෛවය
dhaaiwaayaa,දෛවය
ddhaiiwaya,දෛවය
dhahiwahhyah,දෛවය
dhaaaiwaayaa,දෛවය
dhaywaya,දෛවය
jiwithaya,ජීවිතය
jiiwitthaya,ජීවිතය
jywythaya,ජීවිතය
jiwithaayaa,ජීවිතය
jiwithaeyae,ජීවිතය
jiwithahyah,ජීවිතය
jiwithaaayaa,ජීවිතය
jivithaya,ජීවිතය
jiwwithaeyae,ජීවිතය
jiiwiithaya,ජීවිතය
jiwithhhaya,ජීවිතය
jiwithhaya,ජීවිතය
jiiwiitthaya,ජීවිතය
jiwithaahyah,ජීවිතය
jiwitthaya,ජීවිතය
jywytthaya,ජීවිතය
jiivithaya,ජීවිතය
jeewitaayaa,ජීවිතය
jeewwitaayaa,ජීවිතය
jeewitaeyae,ජීවිතය
jeaeeawitaya,ජීවිතය
jeewittaya,ජීවිතය
jeewitaaeyae,ජීවිතය
jeeeewitaya,ජීවිතය
jeewithayaa,ජීවිතය
jeewittayaa,ජීවිතය
jeewytaya,ජීවිතය
jeaeawitaya,ජීවිතය
jeewiittaya,ජීවිතය
jeewitaya,ජීවිතය
jeewithaya,ජීවිතය
jeevitayya,ජීවිතය
jeewiitaya,ජීවිතය
jeeeewwitaya,ජීවිතය
jeevitaya,ජීවිතය
jeewitahyah,ජීවිතය
jeewitahyahh,ජීවිතය
jeewytaaya,ජීවිතය
jiwitttaya,ජීවිතය
jjiwithaya,ජීවිතය
jjivitaya,ජීවිතය
jiiwiitayaa,ජීවිතය
jiiwiitaya,ජීවිතය
jivitaya,ජීවිතය
jjiwitaayaa,ජීවිතය
jiwitaya,ජීවිතය
jiwittaya,ජීවිතය
jiwitahyahh,ජීවිතය
jiwitaaeyae,ජීවිතය
jywytayya,ජීවිතය
jiwitaeyae,ජීවිතය
jiwitaayaa,ජීවිතය
jywytaya,ජීවිතය
jiwitahyah,ජීවිතය
jeeeewithaya,ජීවිතය
jeewithhaya,ජීවිතය
jeewithhaaya,ජීවිතය
jeewythaya,ජීවිතය
jeewythhaya,ජීවිතය
jeewiithaya,ජීවිතය
jeevithaya,ජීවිතය
jeewithaeyae,ජීවිතය
jeewitthaya,ජීවිතය
jeewiithaayaa,ජීවිතය
jeaeawiithaya,ජීවිතය
jeaeawithaya,ජීවිතය
jeewiitthaya,ජීවිතය
jeeeeewithaya,ජීවිතය
jeewithahyah,ජීවිතය
jeeevithaya,ජීවිතය
jeewithaayaa,ජීවිතය
jeewithahyyah,ජීවිතය
jjeewiithaya,ජීවිතය
jeewithaeyaee,ජීවිතය
ssavassa,සවස
saevaesae,සවස
sshavasha,සවස
sawasaa,සවස
saevaessae,සවස
saavaasaa,සවස
sahvahsah,සවස
shavasha,සවස
savasa,සවස
sahvahhsah,සවස
ssaavaasaa,සවස
sawasa,සවස
sssavassa,සවස
sahwahsah,සවස
saawaasaa,සවස
ssawassa,සවස
saewaesae,සවස
ssavasa,සවස
shawasha,සවස
saaawaasaa,සවස
sahhwahsah,සවස
shaawasha,සවස
saaewaesae,සවස
ssawassaa,සවස
kkunnaatuwa,කුණාටුව
kkunaatuwa,කුණාටුව
kunaatthuwa,කුණාටුව
kunaatuwa,කුණාටුව
kunaatuva,කුණාටුව
chunaaatuwa,කුණාටුව
kunaatttuwa,කුණාටුව
kunaaaatuwwaa,කුණාටුව
kunaaaatuwaa,කුණාටුව
kunaattuwa,කුණාටුව
cunaatuwa,කුණාටුව
chunaatuwa,කුණාටුව
kuunaatuuwa,කුණාටුව
kunahahtuwah,කුණාටුව
kunaeaetuwae,කුණාටුව
kkunahahtuwah,කුණාටුව
kuuunaatuuwa,කුණාටුව
cuunaatuwa,කුණාටුව
koonaatoowa,කුණාටුව
koonaattoowa,කුණාටුව
kunaatuuva,කුණාටුව
kunaeaetuwaae,කුණාටුව
kunaathuwa,කුණාටුව
kunaeaettuvae,කුණාටුව
kunaaaatuvaa,කුණාටුව
kuuunaatuuva,කුණාටුව
chunaatuva,කුණාටුව
kkunaattuva,කුණාටුව
kkunaatuva,කුණාටුව
kunaattuva,කුණාටුව
kunaaaatuuvaa,කුණාටුව
kunaeaetuvae,කුණාටුව
kuunaatuuva,කුණාටුව
koonaatoova,කුණාටුව
chhunaatuva,කුණාටුව
koonaattoova,කුණාටුව
ccunaatuva,කුණාටුව
kkunaathuva,කුණාටුව
kunaaatuwa,කුණාටුව
kunahahtuvah,කුණාටුව
kunaaattuva,කුණාටුව
kunahahttuvah,කුණාටුව
kunaathuva,කුණාටුව
cunaatuva,කුණාටුව
raandhwaa,රඳවා
randwaa,රඳවා
rahndwwahah,රඳවා
randdwwaa,රඳවා
raandwaaaa,රඳවා
raendwaeae,රඳවා
raeendwaeae,රඳවා
rahndwahah,රඳවා
randhwaa,රඳවා
randvaa,රඳවා
raandwaaaaa,රඳවා
ranndvaa,රඳවා
randdwaa,රඳවා
raendvaeae,රඳවා
randdvaaa,රඳවා
rahndvahah,රඳවා
ranndhvaa,රඳවා
raandvaaaa,රඳවා
rraandvaaaa,රඳවා
randwaaa,රඳවා
randhvaa,රඳවා
randdvaa,රඳවා
rahndvahahh,රඳවා
raaendvaeae,රඳවා
ranndawaa,රඳවා
raanddaavaaaa,රඳවා
rahndahvahah,රඳවා
rraendaevaeae,රඳවා
randdhavaa,රඳවා
rahndahhvahah,රඳවා
raendaevaeae,රඳවා
randavaa,රඳවා
randawaa,රඳවා
randdavaa,රඳවා
randdavaaa,රඳවා
raandaavaaaa,රඳවා
randhavaa,රඳවා
raanndaawaaaa,රඳවා
randdawaa,රඳවා
raendaewaeaee,රඳවා
rahndahwahah,රඳවා
ranndhawaa,රඳවා
rahnndahwahah,රඳවා
rannddawaa,රඳවා
raandaawaaaa,රඳවා
randaavaa,රඳවා
raendaewaeae,රඳවා
randhawaa,රඳවා
sundara,සුන්දර
sundaaraa,සුන්දර
sunddara,සුන්දර
sooondara,සුන්දර
soondara,සුන්දර
ssunndara,සුන්දර
sundaerae,සුන්දර
suundara,සුන්දර
suundhara,සුන්දර
sundddara,සුන්දර
sunddaaraa,සුන්දර
sundaeraee,සුන්දර
sundaahrah,සුන්දර
shundara,සුන්දර
sundhara,සුන්දර
ssuundara,සුන්දර
ssundara,සුන්දර
shundarra,සුන්දර
sundahrah,සුන්දර
shundera,සුන්දර
sundeara,සුන්දර
sundearaa,සුන්දර
sooondera,සුන්දර
shuundera,සුන්දර
suundera,සුන්දර
sunderaa,සුන්දර
sunderah,සුන්දර
sunndeera,සුන්දර
soondera,සුන්දර
sundderaa,සුන්දර
sundeeraa,සුන්දර
sundera,සුන්දර
sundhera,සුන්දර
sunderae,සුන්දර
ssundera,සුන්දර
sundeera,සුන්දර
sunddera,සුන්දර
ssunderaa,සුන්දර
suunderaa,සුන්දර
sunderaee,සුන්දර
sunndhera,සුන්දර
sunderrah,සුන්දර
sunddhra,සුන්දර
sunddra,සුන්දර
sunddrra,සුන්දර
sunndrae,සුන්දර
shunndra,සුන්දර
sooondra,සුන්දර
sundraa,සුන්දර
ssundra,සුන්දර
sunddraa,සුන්දර
sundrah,සුන්දර
sunndrah,සුන්දර
sssundra,සුන්දර
shundra,සුන්දර
soondra,සුන්දර
sundra,සුන්දර
sundrae,සුන්දර
suundrra,සුන්දර
suundra,සුන්දර
sundhra,සුන්දර
weedabima,වැඩබිම
wedhabima,වැඩබිම
wedaebimaee,වැඩබිම
wedaabimaaa,වැඩබිම
wedahbimah,වැඩබිම
wedaebimae,වැඩබිම
wedahbimaah,වැඩබිම
weddabima,වැඩබිම
wedabiima,වැඩබිම
weeddabima,වැඩබිම
wedabima,වැඩබිම
vedabima,වැඩබිම
weadabima,වැඩබිම
weddaabima,වැඩබිම
wedhabimaa,වැඩබිම
weedabyma,වැඩබිම
wedabyma,වැඩබිම
wedaabimaa,වැඩබිම
vedabimma,වැඩබිම
weeadabima,වැඩබිම
wedabiiima,වැඩබිම
wedbimaae,වැඩබිම
wwedhbima,වැඩබිම
weddbimah,වැඩබිම
weeedbima,වැඩබිම
vedbima,වැඩබිම
wedhbima,වැඩබිම
wedbyma,වැඩබිම
wedbymma,වැඩබිම
weedbima,වැඩබිම
weadbimaa,වැඩබිම
wedbbiima,වැඩබිම
wedbima,වැඩබිම
wedbiima,වැඩබිම
wedbimah,වැඩබිම
wedbimae,වැඩබිම
veedbima,වැඩබිම
weadbima,වැඩබිම
weeddbima,වැඩබිම
weddbima,වැඩබිම
wedbimaa,වැඩබිම
wedbiimaa,වැඩබිම
aaalochaya,ආලෝකය
aalokkayaa,ආලෝකය
ahahlokahyah,ආලෝකය
aaaloukaya,ආලෝකය
aeaelokaeyyae,ආලෝකය
aaaalokaayaa,ආලෝකය
aalookaya,ආලෝකය
aalokkaya,ආලෝකය
aaloukaya,ආලෝකය
aalocayya,ආලෝකය
aaalookaya,ආලෝකය
aeaelokaeyae,ආලෝකය
aalokaya,ආලෝකය
aaaalokaaayaa,ආලෝකය
aalocaya,ආලෝකය
aalochaya,ආලෝකය
aahahlokahyah,ආලෝකය
baes,බස්
bbaas,බස්
bash,බස්
basss,බස්
bbaes,බස්
bass,බස්
bahs,බස්
baash,බස්
bahss,බස්
baas,බස්
bas,බස්
sathhavarshaya,ශතවර්ෂය
saathaawaarshaayaa,ශතවර්ෂය
satthawarsshaya,ශතවර්ෂය
sathhawarrshaya,ශතවර්ෂය
satthawarshaya,ශතවර්ෂය
shathawarshhaya,ශතවර්ෂය
ssathawarsshaya,ශතවර්ෂය
