Date,Book_Name,Author,ISBN,"
Branch_ID
",Branch_Name,Current_Stock,Daily_Sales,Review_Score,Event_Score,Branch_Demand_Score,Trend_Score,Trend_Label
16/03/2025,Viragaya,Simon Navagattegama,978-955-0011-23-823,BR-1,Colombo,78,3,57,67,42,267.2,1
05/11/2025,Gamperaliya,Gunadasa Amarasekara,978-955-0011-23-824,BR-1,Kandy,88,6,49,75,97,572.2,1
10/08/2025,Viragaya,Prasanna Vithanage (Adapt.),978-955-0011-23-825,BR-3,Galle,27,4,40,99,41,144,1
18/07/2025,Senkottan,P. B. Jayasekara,978-955-0011-23-826,BR-2,Galle,12,27,83,49,21,354.6,1
26/07/2025,Senkottan,Prasanna Vithanage (Adapt.),978-955-0011-23-827,BR-1,Colombo,66,27,95,23,100,1825.6,1
12/05/2025,Ape Gama,Karunasena Jayalath,978-955-0011-23-828,BR-2,Colombo,92,10,99,10,85,958.8,1
19/10/2025,Viragaya,Mahanama Thera,978-955-0011-23-829,BR-2,Kandy,48,0,58,60,42,32,0
02/04/2025,Gamperaliya,P. B. Jayasekara,978-955-0011-23-830,BR-2,Kandy,11,11,96,84,87,174.4,1
17/11/2025,Malagiya Attho,T. B. Ilangaratne,978-955-0011-23-831,BR-2,Colombo,3,12,97,30,99,81.2,1
17/12/2025,Ape Gama,Mahanama Thera,978-955-0011-23-832,BR-3,Galle,99,14,77,62,97,1433.2,1
23/09/2025,Ape Gama,Gunadasa Amarasekara,978-955-0011-23-833,BR-1,Galle,82,25,60,89,65,2092.8,1
29/04/2025,Gamperaliya,Sumithra Rahubadda,978-955-0011-23-834,BR-1,Colombo,100,5,77,60,75,542.4,1
01/06/2025,Malagiya Attho,P. B. Jayasekara,978-955-0011-23-835,BR-3,Kandy,78,29,98,29,38,2295,1
25/09/2025,Madol Duwa,Chingiz Aitmatov (Trans.),978-955-0011-23-836,BR-3,Colombo,26,5,100,57,72,175.8,1
30/04/2025,Gamperaliya,Upul Shantha Sannasgala,978-955-0011-23-837,BR-2,Galle,78,22,40,81,42,1748.6,1
14/06/2025,Viragaya,Martin Wickramasinghe,978-955-0011-23-838,BR-1,Colombo,100,20,79,43,26,2029.6,1
10/11/2025,Viragaya,Mahinda Prasad Masimbula,978-955-0011-23-839,BR-2,Kandy,66,20,86,28,46,1352,1
12/03/2025,Madol Duwa,Simon Navagattegama,978-955-0011-23-840,BR-3,Galle,83,14,55,69,59,1198.6,1
03/06/2025,Ape Gama,Leo Tolstoy (Trans.),978-955-0011-23-841,BR-1,Colombo,80,5,70,38,33,428.2,1
07/09/2025,Ape Gama,Gunadasa Amarasekara,978-955-0011-23-842,BR-1,Galle,71,0,87,50,75,42.4,0
03/05/2025,Ape Gama,Siri Gunasinghe,978-955-0011-23-843,BR-1,Colombo,62,1,59,59,23,90.2,1
09/08/2025,Gamperaliya,T. B. Ilangaratne,978-955-0011-23-844,BR-2,Colombo,37,25,47,88,41,960.2,1
08/04/2025,Viragaya,Dharmasena Thera,978-955-0011-23-845,BR-3,Kandy,13,27,80,90,42,393.4,1
13/07/2025,Malagiya Attho,Chingiz Aitmatov (Trans.),978-955-0011-23-846,BR-3,Colombo,40,4,54,11,92,191.4,1
20/05/2025,Gamperaliya,Sumithra Rahubadda,978-955-0011-23-847,BR-3,Kandy,99,15,92,28,83,1525.6,1
06/03/2025,Senkottan,Leo Tolstoy (Trans.),978-955-0011-23-848,BR-2,Kandy,56,19,77,40,37,1094.8,1
23/10/2025,Madol Duwa,T. B. Ilangaratne,978-955-0011-23-849,BR-3,Kandy,66,24,98,26,90,1626.8,1
03/03/2025,Viragaya,Siri Gunasinghe,978-955-0011-23-850,BR-3,Galle,81,28,87,11,44,2296.4,1
05/12/2025,Gamperaliya,Simon Navagattegama,978-955-0011-23-851,BR-3,Colombo,41,27,96,9,25,1133,1
05/10/2025,Ape Gama,Prasanna Vithanage (Adapt.),978-955-0011-23-852,BR-1,Kandy,68,13,43,58,50,914.2,1
30/03/2025,Madol Duwa,Sybil Wettasinghe,978-955-0011-23-853,BR-3,Kandy,11,22,87,10,36,268.6,1
21/08/2025,Malagiya Attho,Vladimir Nabokov (Trans.),978-955-0011-23-854,BR-3,Colombo,97,15,96,22,72,1493,1
25/12/2025,Viragaya,Prasanna Vithanage (Adapt.),978-955-0011-23-855,BR-3,Kandy,22,15,57,11,32,350,1
03/05/2025,Viragaya,Liyanage Amarakeerthi,978-955-0011-23-856,BR-3,Galle,39,11,98,12,51,461.2,1
11/05/2025,Madol Duwa,Prasanna Vithanage (Adapt.),978-955-0011-23-857,BR-2,Colombo,18,16,75,32,85,326.4,1
20/04/2025,Gamperaliya,Maxim Gorky (Trans.),978-955-0011-23-858,BR-2,Colombo,9,0,55,44,27,25.2,0
03/08/2025,Ape Gama,Shanthi Dissanayake,978-955-0011-23-859,BR-3,Colombo,55,25,73,61,63,1414.4,1
01/03/2025,Gamperaliya,Mahinda Prasad Masimbula,978-955-0011-23-860,BR-1,Colombo,44,7,86,22,46,338.8,1
22/03/2025,Gamperaliya,Chingiz Aitmatov (Trans.),978-955-0011-23-861,BR-2,Colombo,78,29,93,90,32,2305,1
17/05/2025,Gamperaliya,Leo Tolstoy (Trans.),978-955-0011-23-862,BR-2,Galle,72,18,86,57,48,1334.2,1
10/02/2025,Senkottan,K. Jayatillake,978-955-0011-23-863,BR-1,Kandy,71,22,63,22,64,1591.8,1
28/07/2025,Viragaya,Wimalaratne Kumaragama,978-955-0011-23-864,BR-3,Kandy,56,21,42,71,64,1211.4,1
04/04/2025,Viragaya,Sumithra Rahubadda,978-955-0011-23-865,BR-1,Colombo,55,3,90,55,33,200.6,1
28/09/2025,Malagiya Attho,K. Jayatillake,978-955-0011-23-866,BR-3,Kandy,17,21,47,3,66,380.2,1
05/01/2025,Malagiya Attho,Gunadasa Amarasekara,978-955-0011-23-867,BR-3,Kandy,77,3,68,13,79,263,1
28/08/2025,Madol Duwa,Sybil Wettasinghe,978-955-0011-23-868,BR-2,Kandy,16,11,81,94,96,230.2,1
15/11/2025,Viragaya,Wimalaratne Kumaragama,978-955-0011-23-869,BR-2,Kandy,14,30,100,94,90,476.8,1
27/03/2025,Gamperaliya,Vladimir Nabokov (Trans.),978-955-0011-23-870,BR-3,Colombo,72,25,46,66,41,1830.6,1
20/04/2025,Senkottan,Martin Wickramasinghe,978-955-0011-23-871,BR-2,Galle,51,10,72,50,57,545.8,1
25/06/2025,Senkottan,Leo Tolstoy (Trans.),978-955-0011-23-872,BR-1,Kandy,15,0,63,35,96,38.8,0
16/10/2025,Senkottan,Vladimir Nabokov (Trans.),978-955-0011-23-873,BR-2,Kandy,75,19,47,94,25,1458.2,1
26/05/2025,Malagiya Attho,Prasanna Vithanage (Adapt.),978-955-0011-23-874,BR-1,Galle,3,8,78,5,98,60.2,1
22/08/2025,Malagiya Attho,Mahinda Prasad Masimbula,978-955-0011-23-875,BR-2,Kandy,23,27,53,24,55,647.4,1
13/04/2025,Madol Duwa,Martin Wickramasinghe,978-955-0011-23-876,BR-2,Galle,84,11,91,58,38,961.4,1
26/12/2025,Madol Duwa,Wimalaratne Kumaragama,978-955-0011-23-877,BR-1,Colombo,69,13,46,76,60,933.4,1
24/10/2025,Ape Gama,Wimalaratne Kumaragama,978-955-0011-23-878,BR-1,Galle,98,13,64,86,51,1314.2,1
22/05/2025,Madol Duwa,T. B. Ilangaratne,978-955-0011-23-879,BR-3,Colombo,15,13,84,60,39,231.6,1
03/03/2025,Viragaya,Dharmasena Thera,978-955-0011-23-880,BR-3,Kandy,23,3,93,69,66,114.6,1
12/04/2025,Senkottan,Shanthi Dissanayake,978-955-0011-23-881,BR-1,Colombo,13,22,91,42,21,316.8,1
08/02/2025,Ape Gama,Mahanama Thera,978-955-0011-23-882,BR-2,Galle,58,30,41,56,96,1778.6,1
04/03/2025,Malagiya Attho,Maxim Gorky (Trans.),978-955-0011-23-883,BR-1,Galle,13,24,99,66,30,351,1
26/07/2025,Gamperaliya,Vladimir Nabokov (Trans.),978-955-0011-23-884,BR-3,Kandy,20,6,40,21,80,148.2,1
21/06/2025,Gamperaliya,Mahanama Thera,978-955-0011-23-885,BR-1,Kandy,23,29,65,32,61,698.6,1
06/12/2025,Madol Duwa,Liyanage Amarakeerthi,978-955-0011-23-886,BR-2,Colombo,23,26,62,74,78,640.8,1
13/06/2025,Ape Gama,Mahinda Prasad Masimbula,978-955-0011-23-887,BR-3,Colombo,68,30,58,63,38,2071.8,1
11/01/2025,Viragaya,Sumithra Rahubadda,978-955-0011-23-888,BR-3,Kandy,46,13,92,37,40,631.8,1
07/05/2025,Malagiya Attho,Martin Wickramasinghe,978-955-0011-23-889,BR-1,Kandy,89,24,99,79,89,2189.4,1
08/04/2025,Gamperaliya,Anura Horatious,978-955-0011-23-890,BR-1,Galle,88,18,44,93,37,1618.8,1
24/12/2025,Senkottan,Dharmasena Thera,978-955-0011-23-891,BR-3,Colombo,10,6,48,91,80,103.8,1
02/03/2025,Gamperaliya,K. Jayatillake,978-955-0011-23-892,BR-2,Colombo,51,10,67,86,98,560.2,1
21/03/2025,Viragaya,Simon Navagattegama,978-955-0011-23-893,BR-3,Colombo,68,11,97,8,59,780.8,1
27/05/2025,Madol Duwa,Wimalaratne Kumaragama,978-955-0011-23-894,BR-1,Kandy,60,0,63,30,89,36.4,0
06/10/2025,Ape Gama,Leo Tolstoy (Trans.),978-955-0011-23-895,BR-1,Galle,58,21,74,41,93,1259.6,1
27/09/2025,Ape Gama,Mahinda Prasad Masimbula,978-955-0011-23-896,BR-3,Galle,43,9,66,94,34,425.8,1
14/11/2025,Senkottan,Sybil Wettasinghe,978-955-0011-23-897,BR-1,Galle,16,29,63,85,33,500.2,1
18/08/2025,Senkottan,Liyanage Amarakeerthi,978-955-0011-23-898,BR-2,Colombo,80,19,45,95,47,1557.4,1
26/05/2025,Viragaya,Chingiz Aitmatov (Trans.),978-955-0011-23-899,BR-1,Colombo,9,0,78,63,81,44.4,0
04/09/2025,Gamperaliya,Gunadasa Amarasekara,978-955-0011-23-900,BR-2,Colombo,60,21,92,86,50,1305.6,1
21/07/2025,Ape Gama,Upul Shantha Sannasgala,978-955-0011-23-901,BR-3,Kandy,39,9,98,46,79,395.6,1
07/12/2025,Viragaya,Maxim Gorky (Trans.),978-955-0011-23-902,BR-3,Galle,31,7,73,85,87,266,1
11/05/2025,Viragaya,Martin Wickramasinghe,978-955-0011-23-903,BR-3,Kandy,5,13,63,51,92,106.2,1
02/08/2025,Viragaya,Gunadasa Amarasekara,978-955-0011-23-904,BR-2,Colombo,52,4,84,88,50,252.4,1
09/08/2025,Malagiya Attho,Anura Horatious,978-955-0011-23-905,BR-3,Colombo,95,23,40,64,47,2215.2,1
21/01/2025,Madol Duwa,Liyanage Amarakeerthi,978-955-0011-23-906,BR-3,Colombo,83,12,86,46,91,1040.6,1
25/04/2025,Ape Gama,Siri Gunasinghe,978-955-0011-23-907,BR-1,Colombo,71,1,59,54,96,112.8,1
14/05/2025,Ape Gama,Shanthi Dissanayake,978-955-0011-23-908,BR-3,Colombo,80,23,72,94,97,1892.6,1
19/07/2025,Gamperaliya,Leo Tolstoy (Trans.),978-955-0011-23-909,BR-2,Galle,49,6,89,26,70,331,1
26/03/2025,Ape Gama,Dharmasena Thera,978-955-0011-23-910,BR-1,Colombo,71,19,93,96,58,1398.4,1
03/08/2025,Madol Duwa,Prasanna Vithanage (Adapt.),978-955-0011-23-911,BR-2,Colombo,66,9,87,81,59,639.4,1
07/03/2025,Ape Gama,Prasanna Vithanage (Adapt.),978-955-0011-23-912,BR-2,Galle,54,30,42,8,39,1637.8,1
24/08/2025,Senkottan,Leo Tolstoy (Trans.),978-955-0011-23-913,BR-3,Kandy,16,17,57,60,46,304.6,1
01/01/2025,Senkottan,Simon Navagattegama,978-955-0011-23-914,BR-3,Kandy,62,14,97,83,36,911.2,1
04/04/2025,Ape Gama,Siri Gunasinghe,978-955-0011-23-915,BR-1,Colombo,17,0,68,19,54,28.2,0
15/02/2025,Gamperaliya,Karunasena Jayalath,978-955-0011-23-916,BR-3,Galle,0,20,64,45,65,34.8,0
11/12/2025,Madol Duwa,Maxim Gorky (Trans.),978-955-0011-23-917,BR-1,Kandy,68,21,65,21,77,1460.6,1
20/01/2025,Ape Gama,Maxim Gorky (Trans.),978-955-0011-23-918,BR-1,Galle,80,25,81,61,76,2043.6,1
19/08/2025,Madol Duwa,Leo Tolstoy (Trans.),978-955-0011-23-919,BR-2,Colombo,54,20,62,56,98,1123.2,1
03/11/2025,Madol Duwa,Leo Tolstoy (Trans.),978-955-0011-23-920,BR-2,Colombo,47,29,57,8,25,1381,1
21/04/2025,Gamperaliya,Siri Gunasinghe,978-955-0011-23-921,BR-2,Galle,65,27,42,28,79,1784.8,1
14/12/2025,Senkottan,Martin Wickramasinghe,978-955-0011-23-922,BR-2,Colombo,27,1,75,49,86,69,1
28/08/2025,Ape Gama,Siri Gunasinghe,978-955-0011-23-923,BR-1,Kandy,58,25,95,60,66,1494.2,1
22/03/2025,Madol Duwa,T. B. Ilangaratne,978-955-0011-23-924,BR-2,Colombo,47,15,47,38,70,736,1
12/03/2025,Senkottan,Edward Mallawaarachchi,978-955-0011-23-925,BR-3,Kandy,78,24,49,55,53,1903.4,1
20/07/2025,Madol Duwa,Wimalaratne Kumaragama,978-955-0011-23-926,BR-3,Kandy,50,28,80,52,80,1442.4,1
11/10/2025,Madol Duwa,Simon Navagattegama,978-955-0011-23-927,BR-1,Kandy,94,30,70,36,79,2857,1
06/10/2025,Viragaya,Mahinda Prasad Masimbula,978-955-0011-23-928,BR-3,Colombo,33,12,98,16,82,435.2,1
05/11/2025,Senkottan,Mahanama Thera,978-955-0011-23-929,BR-2,Colombo,4,8,65,82,60,73.4,1
11/09/2025,Senkottan,T. B. Ilangaratne,978-955-0011-23-930,BR-3,Galle,50,13,94,93,51,697.6,1
01/03/2025,Gamperaliya,Prasanna Vithanage (Adapt.),978-955-0011-23-931,BR-2,Colombo,38,9,73,48,50,376.2,1
09/07/2025,Madol Duwa,T. B. Ilangaratne,978-955-0011-23-932,BR-3,Colombo,7,12,81,97,82,136,1
02/10/2025,Gamperaliya,Upul Shantha Sannasgala,978-955-0011-23-933,BR-2,Colombo,25,18,49,57,64,484,1
01/03/2025,Ape Gama,Sybil Wettasinghe,978-955-0011-23-934,BR-2,Galle,17,29,83,91,97,547.2,1
05/03/2025,Gamperaliya,Sumithra Rahubadda,978-955-0011-23-935,BR-1,Galle,68,13,46,78,56,920,1
12/12/2025,Gamperaliya,Shanthi Dissanayake,978-955-0011-23-936,BR-2,Colombo,18,20,77,57,89,404.6,1
08/11/2025,Senkottan,Siri Gunasinghe,978-955-0011-23-937,BR-1,Galle,25,29,58,33,88,760.8,1
11/10/2025,Gamperaliya,Upul Shantha Sannasgala,978-955-0011-23-938,BR-2,Colombo,32,24,77,98,36,810.2,1
05/08/2025,Malagiya Attho,Anura Horatious,978-955-0011-23-939,BR-2,Colombo,43,24,74,54,77,1073,1
27/02/2025,Viragaya,Prasanna Vithanage (Adapt.),978-955-0011-23-940,BR-2,Kandy,25,11,80,10,55,304,1
05/05/2025,Viragaya,Simon Navagattegama,978-955-0011-23-941,BR-2,Colombo,39,12,95,47,61,508.6,1
19/11/2025,Ape Gama,Vladimir Nabokov (Trans.),978-955-0011-23-942,BR-1,Colombo,95,14,70,32,26,1355.6,1
29/01/2025,Ape Gama,Edward Mallawaarachchi,978-955-0011-23-943,BR-2,Colombo,8,18,83,84,64,190.2,1
30/01/2025,Madol Duwa,Mahanama Thera,978-955-0011-23-944,BR-2,Galle,25,18,73,18,64,481,1
22/10/2025,Malagiya Attho,Leo Tolstoy (Trans.),978-955-0011-23-945,BR-2,Colombo,83,13,47,94,40,1115.2,1
20/06/2025,Ape Gama,Maxim Gorky (Trans.),978-955-0011-23-946,BR-3,Kandy,97,24,53,2,94,2357.8,1
18/10/2025,Gamperaliya,K. Jayatillake,978-955-0011-23-947,BR-3,Kandy,95,16,64,78,28,1554,1
27/09/2025,Senkottan,P. B. Jayasekara,978-955-0011-23-948,BR-1,Galle,56,15,100,1,61,872.4,1
16/05/2025,Ape Gama,Edward Mallawaarachchi,978-955-0011-23-949,BR-2,Colombo,2,11,47,31,66,50.8,1
25/05/2025,Malagiya Attho,T. B. Ilangaratne,978-955-0011-23-950,BR-2,Kandy,14,17,63,99,84,287.2,1
07/05/2025,Madol Duwa,Dharmasena Thera,978-955-0011-23-951,BR-1,Colombo,100,12,43,53,24,1224,1
15/08/2025,Viragaya,Mahinda Prasad Masimbula,978-955-0011-23-952,BR-3,Galle,36,18,49,72,21,676.4,1
27/07/2025,Malagiya Attho,Shanthi Dissanayake,978-955-0011-23-953,BR-2,Galle,3,4,41,0,44,29,0
29/03/2025,Ape Gama,Prasanna Vithanage (Adapt.),978-955-0011-23-954,BR-1,Galle,60,4,87,42,47,275.2,1
16/11/2025,Viragaya,Vladimir Nabokov (Trans.),978-955-0011-23-955,BR-3,Kandy,88,30,51,71,96,2683.6,1
23/08/2025,Malagiya Attho,Martin Wickramasinghe,978-955-0011-23-956,BR-2,Galle,23,29,96,9,55,699,1
20/08/2025,Madol Duwa,Karunasena Jayalath,978-955-0011-23-957,BR-1,Colombo,58,1,46,54,78,93.6,1
03/01/2025,Malagiya Attho,Liyanage Amarakeerthi,978-955-0011-23-958,BR-2,Galle,18,15,48,54,64,303.2,1
14/11/2025,Gamperaliya,Liyanage Amarakeerthi,978-955-0011-23-959,BR-3,Kandy,8,0,49,53,88,38,0
08/10/2025,Viragaya,Simon Navagattegama,978-955-0011-23-960,BR-2,Galle,44,4,100,66,74,224,1
20/08/2025,Gamperaliya,Gunadasa Amarasekara,978-955-0011-23-961,BR-3,Galle,17,16,73,64,36,306.6,1
22/11/2025,Viragaya,Edward Mallawaarachchi,978-955-0011-23-962,BR-3,Colombo,35,14,76,2,62,518,1
05/10/2025,Senkottan,P. B. Jayasekara,978-955-0011-23-963,BR-2,Kandy,72,8,59,19,97,611,1
06/04/2025,Malagiya Attho,Mahinda Prasad Masimbula,978-955-0011-23-964,BR-1,Colombo,87,22,68,51,50,1947.8,1
03/05/2025,Viragaya,P. B. Jayasekara,978-955-0011-23-965,BR-1,Colombo,86,25,79,98,83,2202,1
13/06/2025,Gamperaliya,Sybil Wettasinghe,978-955-0011-23-966,BR-3,Galle,90,29,80,68,73,2654.2,1
16/12/2025,Gamperaliya,Shanthi Dissanayake,978-955-0011-23-967,BR-3,Galle,25,3,79,10,92,111.2,1
19/12/2025,Malagiya Attho,Siri Gunasinghe,978-955-0011-23-968,BR-1,Kandy,55,28,79,18,69,1573.2,1
